sample_idx,park_size,park_quality,park_proximity,park_function,p_kipp,median_kipp_time
298,8272.725564427674,0.5991890661418439,2.0,recreation,0.0,50.0
299,66033.86073280126,0.5991890661418439,2.0,recreation,0.2,19.0
300,53598.22958242148,0.6854529492557049,2.0,recreation,0.2,16.0
301,53598.22958242148,0.29136803131550554,2.0,recreation,0.0,50.0
302,43248.31607192755,0.6854529492557049,2.0,recreation,0.2,17.0
303,43248.31607192755,0.6854529492557049,2.0,recreation,0.2,18.0
304,53598.22958242148,0.29136803131550554,2.0,recreation,0.0,50.0
305,43248.31607192755,0.29136803131550554,2.0,recreation,0.0,50.0
306,47033.72383210808,0.3097876876592636,2.0,recreation,0.0,50.0
307,47033.72383210808,0.6623398110270501,2.0,recreation,0.4,16.0
308,88415.64385406673,0.3097876876592636,2.0,recreation,0.2,16.0
309,88415.64385406673,0.3097876876592636,2.0,recreation,0.2,12.0
310,47033.72383210808,0.6623398110270501,2.0,recreation,0.0,50.0
311,88415.64385406673,0.6623398110270501,2.0,recreation,0.2,15.0
312,64084.61854793131,0.2725386541336775,2.0,recreation,0.0,50.0
313,64084.61854793131,0.5078051215037704,2.0,recreation,0.2,17.0
314,80375.49643963575,0.2725386541336775,2.0,recreation,0.0,50.0
315,80375.49643963575,0.2725386541336775,2.0,recreation,0.2,16.0
316,64084.61854793131,0.5078051215037704,2.0,recreation,0.2,17.0
317,80375.49643963575,0.5078051215037704,2.0,recreation,0.4,15.0
318,36643.34240928292,0.797701520100236,2.0,recreation,0.0,50.0
319,36643.34240928292,0.42716530933976177,2.0,recreation,0.0,50.0
320,26698.778046295047,0.797701520100236,2.0,recreation,0.2,21.0
321,26698.778046295047,0.797701520100236,2.0,recreation,0.2,22.0
322,36643.34240928292,0.42716530933976177,2.0,recreation,0.2,16.0
323,26698.778046295047,0.42716530933976177,2.0,recreation,0.2,24.0
324,77920.3907828778,0.5884059773758055,2.0,recreation,0.2,15.0
325,77920.3907828778,0.7537592334672809,2.0,recreation,0.2,13.0
326,53352.80802752823,0.5884059773758055,2.0,recreation,0.2,16.0
327,53352.80802752823,0.5884059773758055,2.0,recreation,0.4,15.0
328,77920.3907828778,0.7537592334672809,2.0,recreation,0.0,50.0
329,53352.80802752823,0.7537592334672809,2.0,recreation,0.0,50.0
330,23399.738423526287,0.3601038584485651,2.0,recreation,0.2,24.0
331,23399.738423526287,0.23747493028640748,2.0,recreation,0.2,28.0
332,4221.277077682316,0.3601038584485651,2.0,recreation,0.2,34.0
333,4221.277077682316,0.3601038584485651,2.0,recreation,0.4,25.5
334,23399.738423526287,0.23747493028640748,2.0,recreation,0.0,50.0
335,4221.277077682316,0.23747493028640748,2.0,recreation,0.8,32.0
336,58135.90218871832,0.41477843839675194,2.0,recreation,0.2,18.0
337,58135.90218871832,0.7739253990352155,2.0,recreation,0.0,50.0
338,33584.753420203924,0.41477843839675194,2.0,recreation,0.2,22.0
339,33584.753420203924,0.41477843839675194,2.0,recreation,0.0,50.0
340,58135.90218871832,0.7739253990352155,2.0,recreation,0.4,16.0
341,33584.753420203924,0.7739253990352155,2.0,recreation,0.0,50.0
342,43039.43761996925,0.6367099219933152,2.0,recreation,0.0,50.0
343,43039.43761996925,0.2548578312620521,2.0,recreation,0.4,19.5
344,85870.56280858815,0.6367099219933152,2.0,recreation,0.4,14.5
345,85870.56280858815,0.6367099219933152,2.0,recreation,0.0,50.0
346,43039.43761996925,0.2548578312620521,2.0,recreation,0.2,20.0
347,85870.56280858815,0.2548578312620521,2.0,recreation,0.2,15.0
348,96316.82896986604,0.7271322455257179,2.0,recreation,0.0,50.0
349,96316.82896986604,0.5651691004633904,2.0,recreation,0.0,50.0
350,12749.66901075095,0.7271322455257179,2.0,recreation,0.0,50.0
351,12749.66901075095,0.7271322455257179,2.0,recreation,0.0,50.0
352,96316.82896986604,0.5651691004633904,2.0,recreation,0.2,15.0
353,12749.66901075095,0.5651691004633904,2.0,recreation,0.6,28.0
354,4653.073141351342,0.20262942202389242,2.0,recreation,0.0,50.0
355,4653.073141351342,0.4823320863768459,2.0,recreation,0.2,34.0
356,57205.45931253582,0.20262942202389242,2.0,recreation,0.2,24.0
357,57205.45931253582,0.20262942202389242,2.0,recreation,0.0,50.0
358,4653.073141351342,0.4823320863768459,2.0,recreation,0.0,50.0
359,57205.45931253582,0.4823320863768459,2.0,recreation,0.4,19.0
360,86603.21697685868,0.31539000645279885,2.0,recreation,0.0,50.0
361,86603.21697685868,0.34620401039719584,2.0,recreation,0.0,50.0
362,74521.09416853637,0.31539000645279885,2.0,recreation,0.0,50.0
363,74521.09416853637,0.31539000645279885,2.0,recreation,0.2,16.0
364,86603.21697685868,0.34620401039719584,2.0,recreation,0.2,15.0
365,74521.09416853637,0.34620401039719584,2.0,recreation,0.4,16.5
366,14269.35579907149,0.6893721237778665,2.0,recreation,0.2,24.0
367,14269.35579907149,0.7199590569362044,2.0,recreation,0.0,50.0
368,20012.01228890568,0.6893721237778665,2.0,recreation,0.2,26.0
369,20012.01228890568,0.6893721237778665,2.0,recreation,0.0,50.0
370,14269.35579907149,0.7199590569362044,2.0,recreation,0.0,50.0
371,20012.01228890568,0.7199590569362044,2.0,recreation,0.0,50.0
372,72392.81095284969,0.5244700415059924,2.0,recreation,0.2,17.0
373,72392.81095284969,0.39087489843368534,2.0,recreation,0.4,15.5
374,95451.54237374663,0.5244700415059924,2.0,recreation,0.0,50.0
375,95451.54237374663,0.5244700415059924,2.0,recreation,0.0,50.0
376,72392.81095284969,0.39087489843368534,2.0,recreation,0.2,21.0
377,95451.54237374663,0.39087489843368534,2.0,recreation,0.4,15.5
378,28685.200995765626,0.4520178517326713,2.0,recreation,0.0,50.0
379,28685.200995765626,0.6190244359895587,2.0,recreation,0.0,50.0
380,48581.374334171414,0.4520178517326713,2.0,recreation,0.2,18.0
