sample_idx,park_size,park_quality,park_proximity,park_function,p_kipp,median_kipp_time
880,10000.0,0.5427675036713482,2.0,sports,0.2,25.0
881,10000.0,0.5427675036713482,2.0,greenway,0.4,25.0
882,10000.0,0.28275904003530744,2.0,sports,0.0,50.0
883,10000.0,0.4660831227898598,2.0,sports,0.2,32.0
884,10000.0,0.28275904003530744,2.0,sports,0.2,32.0
885,10000.0,0.28275904003530744,2.0,sports,0.0,50.0
886,10000.0,0.4660831227898598,2.0,sports,0.4,28.0
887,10000.0,0.4660831227898598,2.0,sports,0.2,35.0
888,10000.0,0.24551915954798462,2.0,greenway,0.2,26.0
889,10000.0,0.3302251195535064,2.0,greenway,0.2,29.0
890,10000.0,0.24551915954798462,2.0,sports,0.2,34.0
891,10000.0,0.24551915954798462,2.0,sports,0.0,50.0
892,10000.0,0.3302251195535064,2.0,greenway,0.2,25.0
893,10000.0,0.3302251195535064,2.0,sports,0.0,50.0
894,10000.0,0.7686175068840386,2.0,recreation,0.4,27.0
895,10000.0,0.6972416110336781,2.0,recreation,0.2,24.0
896,10000.0,0.7686175068840386,2.0,greenway,0.6,26.0
897,10000.0,0.7686175068840386,2.0,greenway,0.0,50.0
898,10000.0,0.6972416110336781,2.0,recreation,0.2,29.0
899,10000.0,0.6972416110336781,2.0,greenway,0.0,50.0
900,10000.0,0.5940479196608067,2.0,greenway,0.0,50.0
901,10000.0,0.40743844043463473,2.0,greenway,0.4,26.5
902,10000.0,0.5940479196608067,2.0,recreation,0.2,28.0
903,10000.0,0.5940479196608067,2.0,recreation,0.2,31.0
904,10000.0,0.40743844043463473,2.0,greenway,0.2,33.0
905,10000.0,0.40743844043463473,2.0,recreation,0.0,50.0
906,10000.0,0.3730654373764992,2.0,recreation,0.2,26.0
907,10000.0,0.6388103336095811,2.0,recreation,0.0,50.0
908,10000.0,0.3730654373764992,2.0,greenway,0.2,32.0
909,10000.0,0.3730654373764992,2.0,greenway,0.2,37.0
910,10000.0,0.6388103336095811,2.0,recreation,0.4,26.0
911,10000.0,0.6388103336095811,2.0,greenway,0.4,27.0
912,10000.0,0.4021052472293377,2.0,sports,0.0,50.0
913,10000.0,0.350251629203558,2.0,sports,0.4,32.5
914,10000.0,0.4021052472293377,2.0,greenway,0.6,30.0
915,10000.0,0.4021052472293377,2.0,greenway,0.2,27.0
916,10000.0,0.350251629203558,2.0,sports,0.0,50.0
917,10000.0,0.350251629203558,2.0,greenway,0.4,32.5
918,10000.0,0.6307795852422715,2.0,sports,0.2,31.0
919,10000.0,0.583527900837362,2.0,sports,0.0,50.0
920,10000.0,0.6307795852422715,2.0,sports,0.4,27.5
921,10000.0,0.6307795852422715,2.0,sports,0.0,50.0
922,10000.0,0.583527900837362,2.0,sports,0.4,31.0
923,10000.0,0.583527900837362,2.0,sports,0.0,50.0
924,10000.0,0.7564954934641719,2.0,greenway,0.2,30.0
925,10000.0,0.3102545753121376,2.0,greenway,0.2,29.0
926,10000.0,0.7564954934641719,2.0,sports,0.0,50.0
927,10000.0,0.7564954934641719,2.0,sports,0.4,26.5
928,10000.0,0.3102545753121376,2.0,greenway,0.0,50.0
929,10000.0,0.3102545753121376,2.0,sports,0.2,28.0
930,10000.0,0.22936967965215446,2.0,recreation,0.0,50.0
931,10000.0,0.679761221818626,2.0,recreation,0.2,22.0
932,10000.0,0.22936967965215446,2.0,recreation,0.4,33.0
933,10000.0,0.22936967965215446,2.0,recreation,0.0,50.0
934,10000.0,0.679761221818626,2.0,recreation,0.0,50.0
935,10000.0,0.679761221818626,2.0,recreation,0.0,50.0
936,10000.0,0.34212111104279763,2.0,greenway,0.0,50.0
937,10000.0,0.5249564595520497,2.0,greenway,0.0,50.0
938,10000.0,0.34212111104279763,2.0,recreation,0.0,50.0
939,10000.0,0.34212111104279763,2.0,recreation,0.6,29.0
940,10000.0,0.5249564595520497,2.0,greenway,0.0,50.0
941,10000.0,0.5249564595520497,2.0,recreation,0.2,27.0
942,10000.0,0.7187445292249324,2.0,recreation,0.0,50.0
943,10000.0,0.446367702446878,2.0,recreation,0.2,21.0
944,10000.0,0.7187445292249324,2.0,sports,0.2,32.0
945,10000.0,0.7187445292249324,2.0,sports,0.2,26.0
946,10000.0,0.446367702446878,2.0,recreation,0.2,27.0
947,10000.0,0.446367702446878,2.0,sports,0.2,25.0
948,10000.0,0.5185305517166854,2.0,sports,0.2,28.0
949,10000.0,0.7383681386709213,2.0,sports,0.0,50.0
950,10000.0,0.5185305517166854,2.0,recreation,0.2,27.0
951,10000.0,0.5185305517166854,2.0,recreation,0.2,25.0
952,10000.0,0.7383681386709213,2.0,sports,0.2,31.0
953,10000.0,0.7383681386709213,2.0,recreation,0.4,25.0
954,10000.0,0.4393538180738688,2.0,sports,0.0,50.0
955,10000.0,0.21417397987097503,2.0,sports,0.4,33.0
956,10000.0,0.4393538180738688,2.0,greenway,0.0,50.0
957,10000.0,0.4393538180738688,2.0,greenway,0.0,50.0
958,10000.0,0.21417397987097503,2.0,sports,0.4,31.0
959,10000.0,0.21417397987097503,2.0,greenway,0.0,50.0
960,10000.0,0.43392820265144116,2.0,greenway,0.4,28.5
961,10000.0,0.4876000555232168,2.0,greenway,0.0,50.0
962,10000.0,0.43392820265144116,2.0,greenway,0.0,50.0
963,10000.0,0.43392820265144116,2.0,greenway,0.0,50.0
964,10000.0,0.4876000555232168,2.0,greenway,0.0,50.0
965,10000.0,0.4876000555232168,2.0,greenway,0.2,30.0
966,10000.0,0.5052083743736149,2.0,recreation,0.4,26.0
967,10000.0,0.5587183866649867,2.0,recreation,0.2,26.0
968,10000.0,0.5052083743736149,2.0,recreation,0.2,28.0
969,10000.0,0.5052083743736149,2.0,recreation,0.0,50.0
970,10000.0,0.5587183866649867,2.0,recreation,0.0,50.0
971,10000.0,0.5587183866649867,2.0,recreation,0.0,50.0
972,10000.0,0.7074618980288507,2.0,greenway,0.4,27.0
973,10000.0,0.25072340164333584,2.0,greenway,0.2,31.0
974,10000.0,0.7074618980288507,2.0,greenway,0.4,26.5
975,10000.0,0.7074618980288507,2.0,greenway,0.0,50.0
976,10000.0,0.25072340164333584,2.0,greenway,0.2,29.0
977,10000.0,0.25072340164333584,2.0,greenway,0.0,50.0
978,10000.0,0.3346515126526356,2.0,recreation,0.2,31.0
979,10000.0,0.7768221523612739,2.0,recreation,0.0,50.0
980,10000.0,0.3346515126526356,2.0,sports,0.0,50.0
981,10000.0,0.3346515126526356,2.0,sports,0.2,32.0
982,10000.0,0.7768221523612739,2.0,recreation,0.2,25.0
983,10000.0,0.7768221523612739,2.0,sports,0.2,28.0
984,10000.0,0.22189085669815542,2.0,sports,0.2,34.0
985,10000.0,0.6126011835411191,2.0,sports,0.2,27.0
986,10000.0,0.22189085669815542,2.0,sports,0.0,50.0
987,10000.0,0.22189085669815542,2.0,sports,0.0,50.0
988,10000.0,0.6126011835411191,2.0,sports,0.2,29.0
989,10000.0,0.6126011835411191,2.0,sports,0.0,50.0
990,10000.0,0.7452219482511282,2.0,sports,0.0,50.0
991,10000.0,0.3961703378707171,2.0,sports,0.0,50.0
992,10000.0,0.7452219482511282,2.0,greenway,0.4,25.0
993,10000.0,0.7452219482511282,2.0,greenway,0.6,26.0
994,10000.0,0.3961703378707171,2.0,sports,0.2,29.0
995,10000.0,0.3961703378707171,2.0,greenway,0.0,50.0
996,10000.0,0.6174483263865114,2.0,greenway,0.4,27.5
997,10000.0,0.7229015910997987,2.0,greenway,0.2,33.0
998,10000.0,0.6174483263865114,2.0,recreation,0.2,25.0
999,10000.0,0.6174483263865114,2.0,recreation,0.0,50.0
1000,10000.0,0.7229015910997987,2.0,greenway,0.2,24.0
1001,10000.0,0.7229015910997987,2.0,recreation,0.2,24.0
1002,10000.0,0.39668886084109545,2.0,recreation,0.0,50.0
1003,10000.0,0.3421153526753188,2.0,recreation,0.0,50.0
1004,10000.0,0.39668886084109545,2.0,sports,0.4,25.5
1005,10000.0,0.39668886084109545,2.0,sports,0.0,50.0
1006,10000.0,0.3421153526753188,2.0,recreation,0.4,25.5
1007,10000.0,0.3421153526753188,2.0,sports,0.2,32.0
1008,10000.0,0.3781959215179086,2.0,greenway,0.2,27.0
1009,10000.0,0.6675826702266932,2.0,greenway,0.0,50.0
1010,10000.0,0.3781959215179086,2.0,greenway,0.0,50.0
1011,10000.0,0.3781959215179086,2.0,greenway,0.0,50.0
1012,10000.0,0.6675826702266932,2.0,greenway,0.2,26.0
1013,10000.0,0.6675826702266932,2.0,greenway,0.0,50.0
1014,10000.0,0.6076697723940016,2.0,recreation,0.4,26.0
1015,10000.0,0.2848920734599233,2.0,recreation,0.4,35.5
1016,10000.0,0.6076697723940016,2.0,recreation,0.4,29.0
1017,10000.0,0.6076697723940016,2.0,recreation,0.2,22.0
1018,10000.0,0.2848920734599233,2.0,recreation,0.2,29.0
1019,10000.0,0.2848920734599233,2.0,recreation,0.0,50.0
1020,10000.0,0.7796095822006466,2.0,greenway,0.4,25.5
1021,10000.0,0.5950843241065742,2.0,greenway,0.2,29.0
1022,10000.0,0.7796095822006466,2.0,sports,0.0,50.0
1023,10000.0,0.7796095822006466,2.0,sports,0.2,29.0
1024,10000.0,0.5950843241065742,2.0,greenway,0.2,26.0
1025,10000.0,0.5950843241065742,2.0,sports,0.0,50.0
1026,10000.0,0.2532746981829405,2.0,recreation,0.2,28.0
1027,10000.0,0.37616330776363616,2.0,recreation,0.0,50.0
1028,10000.0,0.2532746981829405,2.0,recreation,0.0,50.0
1029,10000.0,0.2532746981829405,2.0,recreation,0.2,28.0
1030,10000.0,0.37616330776363616,2.0,recreation,0.6,27.0
1031,10000.0,0.37616330776363616,2.0,recreation,0.2,28.0
1032,10000.0,0.2905238032341004,2.0,greenway,0.4,26.5
1033,10000.0,0.2310447532683611,2.0,greenway,0.2,22.0
1034,10000.0,0.2905238032341004,2.0,recreation,0.4,32.0
1035,10000.0,0.2905238032341004,2.0,recreation,0.4,29.0
1036,10000.0,0.2310447532683611,2.0,greenway,0.0,50.0
1037,10000.0,0.2310447532683611,2.0,recreation,0.6,28.0
1038,10000.0,0.6673610828816892,2.0,recreation,0.2,23.0
1039,10000.0,0.7590478645637633,2.0,recreation,0.4,23.0
1040,10000.0,0.6673610828816892,2.0,sports,0.4,27.5
1041,10000.0,0.6673610828816892,2.0,sports,0.2,30.0
1042,10000.0,0.7590478645637633,2.0,recreation,0.0,50.0
1043,10000.0,0.7590478645637633,2.0,sports,0.0,50.0
1044,10000.0,0.5699182694777847,2.0,sports,0.2,35.0
1045,10000.0,0.4301193457096816,2.0,sports,0.0,50.0
1046,10000.0,0.5699182694777847,2.0,sports,0.0,50.0
1047,10000.0,0.5699182694777847,2.0,sports,0.2,30.0
1048,10000.0,0.4301193457096816,2.0,sports,0.0,50.0
1049,10000.0,0.4301193457096816,2.0,sports,0.2,26.0
1050,10000.0,0.4909468142315746,2.0,sports,0.4,28.5
1051,10000.0,0.5037278497591615,2.0,sports,0.0,50.0
1052,10000.0,0.4909468142315746,2.0,greenway,0.2,26.0
1053,10000.0,0.4909468142315746,2.0,greenway,0.2,27.0
1054,10000.0,0.5037278497591615,2.0,sports,0.0,50.0
1055,10000.0,0.5037278497591615,2.0,greenway,0.2,26.0
1056,10000.0,0.47763866819441325,2.0,sports,0.0,50.0
1057,10000.0,0.3006667437031865,2.0,sports,0.4,33.0
1058,10000.0,0.47763866819441325,2.0,recreation,0.0,50.0
1059,10000.0,0.47763866819441325,2.0,recreation,0.0,50.0
1060,10000.0,0.3006667437031865,2.0,sports,0.2,29.0
1061,10000.0,0.3006667437031865,2.0,recreation,0.0,50.0
1062,10000.0,0.5550997894257308,2.0,sports,0.0,50.0
1063,10000.0,0.671784806624055,2.0,sports,0.0,50.0
1064,10000.0,0.5550997894257308,2.0,sports,0.0,50.0
1065,10000.0,0.5550997894257308,2.0,sports,0.2,34.0
1066,10000.0,0.671784806624055,2.0,sports,0.2,28.0
1067,10000.0,0.671784806624055,2.0,sports,0.2,31.0
1068,10000.0,0.6810446152463556,2.0,greenway,0.2,22.0
1069,10000.0,0.3637946853414178,2.0,greenway,0.6,27.0
1070,10000.0,0.6810446152463556,2.0,sports,0.0,50.0
1071,10000.0,0.6810446152463556,2.0,sports,0.2,33.0
1072,10000.0,0.3637946853414178,2.0,greenway,0.0,50.0
1073,10000.0,0.3637946853414178,2.0,sports,0.2,26.0
1074,10000.0,0.3049669371917844,2.0,recreation,0.0,50.0
1075,10000.0,0.5898931320756675,2.0,recreation,0.0,50.0
1076,10000.0,0.3049669371917844,2.0,greenway,0.4,28.0
1077,10000.0,0.3049669371917844,2.0,greenway,0.0,50.0
1078,10000.0,0.5898931320756675,2.0,recreation,0.0,50.0
1079,10000.0,0.5898931320756675,2.0,greenway,0.0,50.0
1080,10000.0,0.26780087109655143,2.0,greenway,0.0,50.0
1081,10000.0,0.7257133619859815,2.0,greenway,0.2,27.0
1082,10000.0,0.26780087109655143,2.0,greenway,0.2,30.0
1083,10000.0,0.26780087109655143,2.0,greenway,0.2,24.0
1084,10000.0,0.7257133619859815,2.0,greenway,0.4,28.5
1085,10000.0,0.7257133619859815,2.0,greenway,0.0,50.0
1086,10000.0,0.7932113585993648,2.0,recreation,0.4,24.5
1087,10000.0,0.20928282029926779,2.0,recreation,0.2,36.0
1088,10000.0,0.7932113585993648,2.0,sports,0.0,50.0
1089,10000.0,0.7932113585993648,2.0,sports,0.0,50.0
1090,10000.0,0.20928282029926779,2.0,recreation,0.2,35.0
1091,10000.0,0.20928282029926779,2.0,sports,0.2,33.0
1092,10000.0,0.5929330438375473,2.0,greenway,0.4,26.0
1093,10000.0,0.5360000545158983,2.0,greenway,0.0,50.0
1094,10000.0,0.5929330438375473,2.0,greenway,0.0,50.0
1095,10000.0,0.5929330438375473,2.0,greenway,0.4,25.0
1096,10000.0,0.5360000545158983,2.0,greenway,0.4,28.0
1097,10000.0,0.5360000545158983,2.0,greenway,0.0,50.0
1098,10000.0,0.364804732054472,2.0,recreation,0.0,50.0
1099,10000.0,0.4552140843123198,2.0,recreation,0.2,28.0
1100,10000.0,0.364804732054472,2.0,recreation,0.2,28.0
1101,10000.0,0.364804732054472,2.0,recreation,0.2,24.0
1102,10000.0,0.4552140843123198,2.0,recreation,0.4,28.5
1103,10000.0,0.4552140843123198,2.0,recreation,0.2,31.0
1104,10000.0,0.41032432466745383,2.0,greenway,0.0,50.0
1105,10000.0,0.5557244781404734,2.0,greenway,0.0,50.0
1106,10000.0,0.41032432466745383,2.0,sports,0.0,50.0
1107,10000.0,0.41032432466745383,2.0,sports,0.0,50.0
1108,10000.0,0.5557244781404734,2.0,greenway,0.4,22.5
1109,10000.0,0.5557244781404734,2.0,sports,0.0,50.0
1110,10000.0,0.6319349445402622,2.0,recreation,0.0,50.0
1111,10000.0,0.47303414959460505,2.0,recreation,0.4,24.5
1112,10000.0,0.6319349445402622,2.0,greenway,0.2,24.0
1113,10000.0,0.6319349445402622,2.0,greenway,0.0,50.0
1114,10000.0,0.47303414959460505,2.0,recreation,0.0,50.0
1115,10000.0,0.47303414959460505,2.0,greenway,0.6,29.0
1116,10000.0,0.7319435557350518,2.0,sports,0.2,24.0
1117,10000.0,0.7832215365022421,2.0,sports,0.0,50.0
1118,10000.0,0.7319435557350518,2.0,recreation,0.4,29.5
1119,10000.0,0.7319435557350518,2.0,recreation,0.0,50.0
1120,10000.0,0.7832215365022421,2.0,sports,0.2,29.0
1121,10000.0,0.7832215365022421,2.0,recreation,0.2,27.0
1122,10000.0,0.20704719852656128,2.0,sports,0.0,50.0
1123,10000.0,0.2643008241429925,2.0,sports,0.6,28.0
1124,10000.0,0.20704719852656128,2.0,sports,0.0,50.0
1125,10000.0,0.20704719852656128,2.0,sports,0.4,30.5
1126,10000.0,0.2643008241429925,2.0,sports,0.2,28.0
1127,10000.0,0.2643008241429925,2.0,sports,0.6,32.0
1128,10000.0,0.31987129990011454,2.0,sports,0.2,24.0
1129,10000.0,0.4190678287297488,2.0,sports,0.4,30.5
1130,10000.0,0.31987129990011454,2.0,sports,0.4,34.0
1131,10000.0,0.31987129990011454,2.0,sports,0.2,29.0
1132,10000.0,0.4190678287297488,2.0,sports,0.2,30.0
1133,10000.0,0.4190678287297488,2.0,sports,0.2,31.0
1134,10000.0,0.6941187771037222,2.0,sports,0.4,25.0
1135,10000.0,0.6470706360414624,2.0,sports,0.4,28.5
1136,10000.0,0.6941187771037222,2.0,recreation,0.2,31.0
1137,10000.0,0.6941187771037222,2.0,recreation,0.2,29.0
1138,10000.0,0.6470706360414624,2.0,sports,0.0,50.0
1139,10000.0,0.6470706360414624,2.0,recreation,0.2,27.0
1140,10000.0,0.5197597254067661,2.0,greenway,0.0,50.0
1141,10000.0,0.31815613619983196,2.0,greenway,0.4,26.0
1142,10000.0,0.5197597254067661,2.0,greenway,0.2,32.0
1143,10000.0,0.5197597254067661,2.0,greenway,0.2,27.0
1144,10000.0,0.31815613619983196,2.0,greenway,0.2,30.0
1145,10000.0,0.31815613619983196,2.0,greenway,0.4,28.0
1146,10000.0,0.44750022552907476,2.0,recreation,0.0,50.0
1147,10000.0,0.6917643720284106,2.0,recreation,0.0,50.0
1148,10000.0,0.44750022552907476,2.0,recreation,0.4,25.5
1149,10000.0,0.44750022552907476,2.0,recreation,0.4,27.5
1150,10000.0,0.6917643720284106,2.0,recreation,0.0,50.0
1151,10000.0,0.6917643720284106,2.0,recreation,0.2,30.0
1152,10000.0,0.4501645436510444,2.0,greenway,0.0,50.0
1153,10000.0,0.33683814778923993,2.0,greenway,0.6,29.0
1154,10000.0,0.4501645436510444,2.0,greenway,0.2,29.0
1155,10000.0,0.4501645436510444,2.0,greenway,0.0,50.0
1156,10000.0,0.33683814778923993,2.0,greenway,0.2,28.0
1157,10000.0,0.33683814778923993,2.0,greenway,0.2,29.0
1158,10000.0,0.5264721048995853,2.0,recreation,0.2,24.0
1159,10000.0,0.71059283670038,2.0,recreation,0.0,50.0
1160,10000.0,0.5264721048995853,2.0,sports,0.2,29.0
1161,10000.0,0.5264721048995853,2.0,sports,0.4,31.0
1162,10000.0,0.71059283670038,2.0,recreation,0.0,50.0
1163,10000.0,0.71059283670038,2.0,sports,0.0,50.0
1164,10000.0,0.6921124741435052,2.0,sports,0.0,50.0
1165,10000.0,0.4002772748470307,2.0,sports,0.0,50.0
1166,10000.0,0.6921124741435052,2.0,sports,0.0,50.0
1167,10000.0,0.6921124741435052,2.0,sports,0.2,30.0
1168,10000.0,0.4002772748470307,2.0,sports,0.0,50.0
1169,10000.0,0.4002772748470307,2.0,sports,0.2,29.0
1170,10000.0,0.3125008650124073,2.0,sports,0.0,50.0
1171,10000.0,0.6284265978261829,2.0,sports,0.2,29.0
1172,10000.0,0.3125008650124073,2.0,recreation,0.0,50.0
1173,10000.0,0.3125008650124073,2.0,recreation,0.2,29.0
1174,10000.0,0.6284265978261829,2.0,sports,0.2,30.0
1175,10000.0,0.6284265978261829,2.0,recreation,0.6,31.0
1176,10000.0,0.20033422894775868,2.0,greenway,0.0,50.0
1177,10000.0,0.7645214132964613,2.0,greenway,0.0,50.0
1178,10000.0,0.20033422894775868,2.0,recreation,0.0,50.0
1179,10000.0,0.20033422894775868,2.0,recreation,0.0,50.0
1180,10000.0,0.7645214132964613,2.0,greenway,0.2,24.0
1181,10000.0,0.7645214132964613,2.0,recreation,0.4,25.5
1182,10000.0,0.7292786475270987,2.0,recreation,0.0,50.0
1183,10000.0,0.24545420315116645,2.0,recreation,0.2,34.0
1184,10000.0,0.7292786475270987,2.0,sports,0.0,50.0
1185,10000.0,0.7292786475270987,2.0,sports,0.0,50.0
1186,10000.0,0.24545420315116645,2.0,recreation,0.6,30.0
1187,10000.0,0.24545420315116645,2.0,sports,0.2,29.0
1188,10000.0,0.639305933751166,2.0,greenway,0.0,50.0
1189,10000.0,0.5745334967970849,2.0,greenway,0.0,50.0
1190,10000.0,0.639305933751166,2.0,recreation,0.2,22.0
1191,10000.0,0.639305933751166,2.0,recreation,0.2,26.0
1192,10000.0,0.5745334967970849,2.0,greenway,0.0,50.0
1193,10000.0,0.5745334967970849,2.0,recreation,0.4,28.0
1194,10000.0,0.4123311819508672,2.0,recreation,0.4,32.5
1195,10000.0,0.49169669728726156,2.0,recreation,0.2,29.0
1196,10000.0,0.4123311819508672,2.0,greenway,0.2,27.0
1197,10000.0,0.4123311819508672,2.0,greenway,0.4,29.5
1198,10000.0,0.49169669728726156,2.0,recreation,0.0,50.0
1199,10000.0,0.49169669728726156,2.0,greenway,0.0,50.0
1200,10000.0,0.36278241071850065,2.0,sports,0.0,50.0
1201,10000.0,0.5172093575820327,2.0,sports,0.2,28.0
1202,10000.0,0.36278241071850065,2.0,sports,0.2,37.0
1203,10000.0,0.36278241071850065,2.0,sports,0.2,29.0
1204,10000.0,0.5172093575820327,2.0,sports,0.4,28.5
1205,10000.0,0.5172093575820327,2.0,sports,0.2,29.0
1206,10000.0,0.5855832116678358,2.0,sports,0.0,50.0
1207,10000.0,0.43656990304589277,2.0,sports,0.2,30.0
1208,10000.0,0.5855832116678358,2.0,recreation,0.4,25.5
1209,10000.0,0.5855832116678358,2.0,recreation,0.0,50.0
1210,10000.0,0.43656990304589277,2.0,sports,0.0,50.0
1211,10000.0,0.43656990304589277,2.0,recreation,0.4,30.5
1212,10000.0,0.7958916995674372,2.0,greenway,0.4,22.0
1213,10000.0,0.7443952305242421,2.0,greenway,0.2,21.0
1214,10000.0,0.7958916995674372,2.0,greenway,0.4,22.5
1215,10000.0,0.7958916995674372,2.0,greenway,0.0,50.0
1216,10000.0,0.7443952305242421,2.0,greenway,0.0,50.0
1217,10000.0,0.7443952305242421,2.0,greenway,0.0,50.0
1218,10000.0,0.2744926523417235,2.0,recreation,0.0,50.0
1219,10000.0,0.22811114192008974,2.0,recreation,0.2,29.0
1220,10000.0,0.2744926523417235,2.0,sports,0.2,27.0
1221,10000.0,0.2744926523417235,2.0,sports,0.0,50.0
1222,10000.0,0.22811114192008974,2.0,recreation,0.4,30.5
1223,10000.0,0.22811114192008974,2.0,sports,0.4,32.0
1224,10000.0,0.3123173236846924,2.0,greenway,0.0,50.0
1225,10000.0,0.3826035609468818,2.0,greenway,0.2,28.0
1226,10000.0,0.3123173236846924,2.0,sports,0.0,50.0
1227,10000.0,0.3123173236846924,2.0,sports,0.0,50.0
1228,10000.0,0.3826035609468818,2.0,greenway,0.0,50.0
1229,10000.0,0.3826035609468818,2.0,sports,0.0,50.0
1230,10000.0,0.6830674909055234,2.0,recreation,0.4,25.5
1231,10000.0,0.6085555367171764,2.0,recreation,0.2,28.0
1232,10000.0,0.6830674909055234,2.0,greenway,0.2,22.0
1233,10000.0,0.6830674909055234,2.0,greenway,0.2,23.0
1234,10000.0,0.6085555367171764,2.0,recreation,0.2,27.0
1235,10000.0,0.6085555367171764,2.0,greenway,0.0,50.0
1236,10000.0,0.5484074180945755,2.0,greenway,0.0,50.0
1237,10000.0,0.2819664774462581,2.0,greenway,0.4,27.0
1238,10000.0,0.5484074180945755,2.0,recreation,0.0,50.0
1239,10000.0,0.5484074180945755,2.0,recreation,0.2,29.0
1240,10000.0,0.2819664774462581,2.0,greenway,0.0,50.0
1241,10000.0,0.2819664774462581,2.0,recreation,0.0,50.0
1242,10000.0,0.47495773714035755,2.0,recreation,0.2,22.0
1243,10000.0,0.6529380425810815,2.0,recreation,0.6,31.0
1244,10000.0,0.47495773714035755,2.0,greenway,0.2,29.0
1245,10000.0,0.47495773714035755,2.0,greenway,0.2,27.0
1246,10000.0,0.6529380425810815,2.0,recreation,0.0,50.0
1247,10000.0,0.6529380425810815,2.0,greenway,0.0,50.0
1248,10000.0,0.497712141647935,2.0,greenway,0.6,27.0
1249,10000.0,0.4487737305462361,2.0,greenway,0.2,32.0
1250,10000.0,0.497712141647935,2.0,recreation,0.2,29.0
1251,10000.0,0.497712141647935,2.0,recreation,0.2,26.0
1252,10000.0,0.4487737305462361,2.0,greenway,0.2,33.0
1253,10000.0,0.4487737305462361,2.0,recreation,0.6,23.0
1254,10000.0,0.5725262444466352,2.0,recreation,0.2,27.0
1255,10000.0,0.5225287234410645,2.0,recreation,0.2,27.0
1256,10000.0,0.5725262444466352,2.0,greenway,0.0,50.0
1257,10000.0,0.5725262444466352,2.0,greenway,0.2,25.0
1258,10000.0,0.5225287234410645,2.0,recreation,0.0,50.0
1259,10000.0,0.5225287234410645,2.0,greenway,0.0,50.0
1260,10000.0,0.6600842246785761,2.0,greenway,0.2,20.0
1261,10000.0,0.2122082978487015,2.0,greenway,0.2,29.0
1262,10000.0,0.6600842246785761,2.0,recreation,0.0,50.0
1263,10000.0,0.6600842246785761,2.0,recreation,0.2,30.0
1264,10000.0,0.2122082978487015,2.0,greenway,0.2,30.0
1265,10000.0,0.2122082978487015,2.0,recreation,0.0,50.0
1266,10000.0,0.28842739928513766,2.0,recreation,0.0,50.0
1267,10000.0,0.7403578890487552,2.0,recreation,0.4,29.0
1268,10000.0,0.28842739928513766,2.0,sports,0.0,50.0
1269,10000.0,0.28842739928513766,2.0,sports,0.2,33.0
1270,10000.0,0.7403578890487552,2.0,recreation,0.2,29.0
1271,10000.0,0.7403578890487552,2.0,sports,0.2,25.0
1272,10000.0,0.2506673133000732,2.0,greenway,0.4,29.0
1273,10000.0,0.5764115057885648,2.0,greenway,0.2,23.0
1274,10000.0,0.2506673133000732,2.0,sports,0.2,26.0
1275,10000.0,0.2506673133000732,2.0,sports,0.2,29.0
1276,10000.0,0.5764115057885648,2.0,greenway,0.0,50.0
1277,10000.0,0.5764115057885648,2.0,sports,0.6,30.0
1278,10000.0,0.7728448448702694,2.0,recreation,0.2,25.0
1279,10000.0,0.3573440274223686,2.0,recreation,0.4,31.0
1280,10000.0,0.7728448448702694,2.0,recreation,0.2,25.0
1281,10000.0,0.7728448448702694,2.0,recreation,0.2,26.0
1282,10000.0,0.3573440274223686,2.0,recreation,0.2,25.0
1283,10000.0,0.3573440274223686,2.0,recreation,0.0,50.0
1284,10000.0,0.6097656220197678,2.0,sports,0.2,23.0
1285,10000.0,0.6864373400807382,2.0,sports,0.6,25.0
1286,10000.0,0.6097656220197678,2.0,greenway,0.2,27.0
1287,10000.0,0.6097656220197678,2.0,greenway,0.4,28.0
1288,10000.0,0.6864373400807382,2.0,sports,0.2,30.0
1289,10000.0,0.6864373400807382,2.0,greenway,0.0,50.0
1290,10000.0,0.3854722253978253,2.0,sports,0.2,32.0
1291,10000.0,0.3036002365872264,2.0,sports,0.0,50.0
1292,10000.0,0.3854722253978253,2.0,sports,0.2,32.0
1293,10000.0,0.3854722253978253,2.0,sports,0.2,33.0
1294,10000.0,0.3036002365872264,2.0,sports,0.4,31.5
1295,10000.0,0.3036002365872264,2.0,sports,0.2,27.0
1296,10000.0,0.3893913999199867,2.0,greenway,0.0,50.0
1297,10000.0,0.7040652787312867,2.0,greenway,0.2,31.0
1298,10000.0,0.3893913999199867,2.0,recreation,0.0,50.0
1299,10000.0,0.3893913999199867,2.0,recreation,0.2,26.0
1300,10000.0,0.7040652787312867,2.0,greenway,0.2,24.0
1301,10000.0,0.7040652787312867,2.0,recreation,0.0,50.0
1302,10000.0,0.615367940813303,2.0,recreation,0.0,50.0
1303,10000.0,0.3234255202114582,2.0,recreation,0.0,50.0
1304,10000.0,0.615367940813303,2.0,greenway,0.0,50.0
1305,10000.0,0.615367940813303,2.0,greenway,0.4,26.0
1306,10000.0,0.3234255202114582,2.0,recreation,0.4,30.5
1307,10000.0,0.3234255202114582,2.0,greenway,0.0,50.0
1308,10000.0,0.7520078739151359,2.0,sports,0.4,29.5
1309,10000.0,0.6312557114288211,2.0,sports,0.2,27.0
1310,10000.0,0.7520078739151359,2.0,sports,0.0,50.0
1311,10000.0,0.7520078739151359,2.0,sports,0.4,26.5
